,AdmArea,District,Address,PropertyType,ObjectArea,Note,global_id,coordinates
0,Северо-Восточный административный округ,Северный,"город Москва, Челобитьевское шоссе, дом 10, корпус 3",помещение,130.3,,830003444,"[37.5557505210669, 55.9132060536351]"
1,Северный административный округ,Войковский,"город Москва, 2-й Новоподмосковный переулок, дом 8",помещение,418.4,,832169816,"[37.5093863494624, 55.8190360503113]"
2,Южный административный округ,Нагатино-Садовники,"город Москва, Каширское шоссе, дом 16",помещение,271.2,,830012159,"[37.6307633295987, 55.6621195812569]"
3,Зеленоградский административный округ,Савелки,"город Москва, город Зеленоград, корпус 607А",помещение,341.2,,830018528,"[37.2305148602122, 55.988520345021]"
4,Южный административный округ,Царицыно,"город Москва, улица Медиков, дом 14, корпус 2",помещение,97.2,,832169818,"[37.6759092494481, 55.6324100322577]"
5,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 2033",помещение,176.2,,830021682,"[37.1720596724607, 55.9728521783098]"
6,Зеленоградский административный округ,Матушкино,"город Москва, город Зеленоград, корпус 232",помещение,155.3,,830021950,"[37.2029247807586, 56.0030914388332]"
7,Северный административный округ,Тимирязевский,"город Москва, Дмитровское шоссе, дом 5, корпус 1",помещение,51.5,,830022575,"[37.5767880988667, 55.8125420058979]"
8,Юго-Западный административный округ,Южное Бутово,"город Москва, улица Маршала Савицкого, дом 12",помещение,246.1,,830024482,"[37.5840158294533, 55.5042435843677]"
9,Восточный административный округ,Соколиная Гора,"город Москва, Щербаковская улица, дом 41А",помещение,65.6,,830033163,"[37.7330531557032, 55.7831331940532]"
10,Северный административный округ,Тимирязевский,"город Москва, улица Вучетича, дом 22",помещение,72.9,,832170522,"[37.5580995817952, 55.8117412721735]"
11,Восточный административный округ,Соколиная Гора,"город Москва, Щербаковская улица, дом 41А",помещение,56.5,,830047770,"[37.7330531557032, 55.7831331940532]"
12,Северный административный округ,Аэропорт,"город Москва, Планетная улица, дом 25",помещение,115.2,,832170525,"[37.5461070251681, 55.8019747660631]"
13,Северный административный округ,Тимирязевский,"город Москва, улица Костякова, дом 7/7",помещение,169.5,,832170530,"[37.5721608634976, 55.811496962948]"
14,Юго-Восточный административный округ,Южнопортовый,"город Москва, улица Петра Романова, дом 4, корпус 3",помещение,363.2,,830050223,"[37.6778453784279, 55.7083660714583]"
15,Северный административный округ,Бескудниковский,"город Москва, Бескудниковский бульвар, дом 19, корпус 2",помещение,112.7,,832170532,"[37.5579809513435, 55.8653762637112]"
16,Юго-Восточный административный округ,Некрасовка,"город Москва, Некрасовская улица, дом 9",помещение,139.5,,832187440,"[37.9270900840832, 55.6813807889176]"
17,Юго-Восточный административный округ,Некрасовка,"город Москва, Рождественская улица, дом 19, корпус 2",помещение,132.2,,830055143,"[37.9156048661894, 55.7046462754085]"
18,Северо-Восточный административный округ,Ярославский,"город Москва, Ярославское шоссе, дом 144",помещение,192.2,,830058724,"[37.7230276378263, 55.8792342438158]"
19,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 1441",помещение,114.4,,830104740,"[37.1515024299877, 55.9874215068772]"
20,Юго-Восточный административный округ,Некрасовка,"город Москва, 2-я Вольская улица, дом 6",помещение,99.1,,830106370,"[37.9210004611228, 55.6852659640961]"
21,Восточный административный округ,Соколиная Гора,"город Москва, Щербаковская улица, дом 41А",помещение,60.1,,830107104,"[37.7330531557032, 55.7831331940532]"
22,Восточный административный округ,Соколиная Гора,"город Москва, Щербаковская улица, дом 41А",помещение,56.4,,830109670,"[37.7330531557032, 55.7831331940532]"
23,Северо-Восточный административный округ,Алексеевский,"город Москва, 3-я Мытищинская улица, дом 14А",помещение,352.2,,830110569,"[37.6455458235589, 55.8039332309826]"
24,Восточный административный округ,Соколиная Гора,"город Москва, Щербаковская улица, дом 41А",помещение,103.3,,832170541,"[37.7330531557032, 55.7831331940532]"
25,Восточный административный округ,Соколиная Гора,"город Москва, Щербаковская улица, дом 41А",помещение,58.0,,832170543,"[37.7330531557032, 55.7831331940532]"
26,Западный административный округ,Можайский,"город Москва, Беловежская улица, дом 55",помещение,212.1,,830136278,"[37.3933985357181, 55.7097659535993]"
27,Центральный административный округ,Тверской,"город Москва, улица Кузнецкий Мост, дом 6/3, строение 3",помещение,221.7,,832170551,"[37.6174793370986, 55.7611703203711]"
28,Южный административный округ,Братеево,"город Москва, улица Борисовские Пруды, дом 16, корпус 4",помещение,104.5,,832170552,"[37.7472861224352, 55.6339400557657]"
29,Южный административный округ,Даниловский,"город Москва, Автозаводская улица, дом 17, корпус 1",помещение,83.2,,832170553,"[37.6538457770114, 55.7044234552425]"
30,Южный административный округ,Даниловский,"город Москва, Автозаводская улица, дом 17, корпус 1",помещение,89.3,,832170564,"[37.6538457770114, 55.7044234552425]"
31,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 2016",помещение,129.0,,832170567,"[37.1657377639485, 55.9722966378509]"
32,Северный административный округ,Восточное Дегунино,"город Москва, Дубнинская улица, дом 32",помещение,663.3,,832170569,"[37.5585388370174, 55.8833567078318]"
33,Северный административный округ,Ховрино,"город Москва, Онежская улица, дом 51, корпус 1",помещение,167.8,,832170571,"[37.5063662997224, 55.8584726387194]"
34,Юго-Западный административный округ,Южное Бутово,"город Москва, улица Маршала Савицкого, дом 28, корпус 1",помещение,209.8,,830151565,"[37.5965158842349, 55.5039044580906]"
35,Юго-Западный административный округ,Гагаринский,"город Москва, Ленинский проспект, дом 68/10",помещение,194.9,,830155605,"[37.5455503151405, 55.6896721058844]"
36,Юго-Западный административный округ,Ломоносовский,"город Москва, Ленинский проспект, дом 88, корпус 2",помещение,267.5,,830187253,"[37.5235522795054, 55.6767446275183]"
37,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 2016",помещение,140.9,,832187443,"[37.1657377639485, 55.9722966378509]"
38,Северный административный округ,Савеловский,"город Москва, Писцовая улица, дом 16, корпус 1",помещение,275.9,,832170587,"[37.5725530633896, 55.7980741864779]"
39,Восточный административный округ,Преображенское,"город Москва, улица Атарбекова, дом 4А",помещение,30.1,,832170588,"[37.7079512691741, 55.7965822097599]"
40,Восточный административный округ,Преображенское,"город Москва, улица Атарбекова, дом 4А",помещение,40.6,,832187446,"[37.7079512691741, 55.7965822097599]"
41,Юго-Западный административный округ,Южное Бутово,"город Москва, Южнобутовская улица, дом 55",помещение,265.3,,830207238,"[37.53110623893, 55.5368185561182]"
42,Юго-Западный административный округ,Южное Бутово,"город Москва, улица Брусилова, дом 17",помещение,131.4,,830209753,"[37.5829287006129, 55.5021347047091]"
43,Восточный административный округ,Преображенское,"город Москва, улица Атарбекова, дом 4А",помещение,71.0,,832187447,"[37.7079512691741, 55.7965822097599]"
44,Восточный административный округ,Преображенское,"город Москва, улица Атарбекова, дом 4А",помещение,128.4,,830211116,"[37.7079512691741, 55.7965822097599]"
45,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 39, корпус 1",помещение,74.7,,831255414,"[37.5691068258577, 55.5499453199772]"
46,Зеленоградский административный округ,Матушкино,"город Москва, город Зеленоград, корпус 125",помещение,66.8,,831255430,"[37.2078145110816, 56.0051845864422]"
47,Юго-Восточный административный округ,Некрасовка,"город Москва, Рождественская улица, дом 27, корпус 2",помещение,182.8,,831255457,"[37.9233614827851, 55.7077150440404]"
48,Юго-Восточный административный округ,Люблино,"город Москва, Совхозная улица, дом 49",помещение,100.0,,831255500,"[37.7614412665534, 55.678418593697]"
49,Юго-Восточный административный округ,Кузьминки,"город Москва, Волгоградский проспект, дом 110, корпус 3",помещение,93.3,,831255542,"[37.7759509407614, 55.7023614867368]"
50,Юго-Западный административный округ,Академический,"город Москва, улица Дмитрия Ульянова, дом 12, корпус 1",помещение,257.8,,831255547,"[37.5681254985934, 55.6891231421643]"
51,Южный административный округ,Орехово-Борисово Южное,"город Москва, Воронежская улица, дом 24, корпус 1",помещение,789.9,,831255560,"[37.7356539965817, 55.6104028057292]"
52,Северный административный округ,Ховрино,"город Москва, улица Дыбенко, дом 30, корпус 2",помещение,147.6,,832170610,"[37.4860616232478, 55.8747915402334]"
53,Юго-Восточный административный округ,Кузьминки,"город Москва, улица Фёдора Полетаева, дом 40",помещение,26.0,,831255817,"[37.793070353593, 55.707215656595]"
54,Юго-Восточный административный округ,Нижегородский,"город Москва, Нижегородская улица, дом 70, корпус 1",помещение,73.4,,831255820,"[37.709205567975, 55.7334632009187]"
55,Юго-Восточный административный округ,Выхино-Жулебино,"город Москва, Ферганская улица, дом 12",помещение,124.1,,831255821,"[37.8087825139265, 55.7080815492095]"
56,Юго-Восточный административный округ,Рязанский,"город Москва, улица Академика Скрябина, дом 6",помещение,88.1,,831255822,"[37.7960159303767, 55.7151406742817]"
57,Северо-Западный административный округ,Митино,"город Москва, 2-й Митинский переулок, дом 5",помещение,133.9,,831255823,"[37.3668596068016, 55.8465750545308]"
58,Центральный административный округ,Басманный,"город Москва, Плетешковский переулок, дом 10",помещение,90.5,,831255824,"[37.6750907870268, 55.7703815336458]"
59,Зеленоградский административный округ,Матушкино,"город Москва, город Зеленоград, корпус 451",помещение,177.6,,831255851,"[37.2053933204946, 55.9911359204201]"
60,Западный административный округ,Раменки,"город Москва, Мичуринский проспект, дом 29, корпус 1",помещение,270.5,,831255854,"[37.5036709486469, 55.6933212529096]"
61,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 37, корпус 3",помещение,179.4,,832187483,"[37.5718315458256, 55.5511058343442]"
62,Западный административный округ,Солнцево,"город Москва, Солнцевский проспект, дом 12",помещение,131.4,,831257949,"[37.4037433222529, 55.6508699855525]"
63,Северный административный округ,Войковский,"город Москва, 1-й Войковский проезд, дом 6, корпус 2",помещение,127.9,,832170617,"[37.4944746447901, 55.8156260246374]"
64,Северный административный округ,Тимирязевский,"город Москва, Дмитровский проезд, дом 4, корпус 3",помещение,73.8,,832170618,"[37.5770321244271, 55.811184309136]"
65,Южный административный округ,Даниловский,"город Москва, Люсиновская улица, дом 72",помещение,71.8,,832170705,"[37.621652389099, 55.7137403497958]"
66,Зеленоградский административный округ,Савелки,"город Москва, город Зеленоград, корпус 345",помещение,142.4,,832170714,"[37.2200949818533, 55.9946378671218]"
67,Северный административный округ,Сокол,"город Москва, Светлый проезд, дом 4, корпус 4",помещение,226.1,,832170733,"[37.4917601769882, 55.8132540195317]"
68,Южный административный округ,Братеево,"город Москва, Братеевская улица, дом 10, корпус 4",помещение,155.8,,832170736,"[37.7622136536133, 55.6307124628106]"
69,Северо-Восточный административный округ,Алексеевский,"город Москва, улица Бориса Галушкина, дом 18",помещение,149.6,,831257968,"[37.6560515535748, 55.8224431866773]"
70,Восточный административный округ,Северное Измайлово,"город Москва, 15-я Парковая улица, дом 47, корпус 5",помещение,166.8,,832170737,"[37.815022391583, 55.8074999106808]"
71,Северо-Восточный административный округ,Северный,"город Москва, Дмитровское шоссе, дом 165Е, корпус 1",помещение,85.7,,831258030,"[37.5438006736606, 55.9248662013756]"
72,Северо-Восточный административный округ,Северный,"город Москва, Дмитровское шоссе, дом 165Е, корпус 3",помещение,137.2,,831258031,"[37.5414085699228, 55.9245506603546]"
73,Западный административный округ,Ново-Переделкино,"город Москва, Лукинская улица, дом 7",помещение,136.5,,831258034,"[37.3401855961797, 55.6441921839532]"
74,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 37, корпус 3",помещение,81.1,,831258035,"[37.5718315458256, 55.5511058343442]"
75,Северо-Восточный административный округ,Отрадное,"город Москва, улица Римского-Корсакова, дом 14",помещение,152.6,,831258051,"[37.6038498785469, 55.8731779796351]"
76,Южный административный округ,Братеево,"город Москва, Алма-Атинская улица, дом 4",помещение,46.1,,831258053,"[37.7676944040693, 55.6415143144008]"
77,Северо-Западный административный округ,Южное Тушино,"город Москва, Нелидовская улица, дом 22",помещение,49.7,,831258054,"[37.434438152091, 55.8467757240102]"
78,Северо-Восточный административный округ,Южное Медведково,"город Москва, проезд Шокальского, дом 3, корпус 1",помещение,64.2,,831258055,"[37.6454288187481, 55.8735337113533]"
79,Северный административный округ,Коптево,"город Москва, Большая Академическая улица, дом 73, корпус 3",помещение,102.4,,831258056,"[37.5507306631629, 55.8426220239553]"
80,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Кравченко, дом 12",помещение,164.2,,831258058,"[37.5172659743362, 55.6781069675974]"
81,Северный административный округ,Ховрино,"город Москва, Зеленоградская улица, дом 27, корпус 2",помещение,151.5,,831258060,"[37.4926927156957, 55.8728536624975]"
82,Юго-Западный административный округ,Академический,"город Москва, улица Дмитрия Ульянова, дом 6, корпус 1",помещение,126.9,,831261003,"[37.5621255550938, 55.6896514927266]"
83,Восточный административный округ,Преображенское,"город Москва, улица Атарбекова, дом 4А",помещение,41.9,,831261006,"[37.7079512691741, 55.7965822097599]"
84,Южный административный округ,Царицыно,"город Москва, Промышленная улица, дом 8",помещение,206.3,,832187489,"[37.6349971304057, 55.6346246020922]"
85,Северный административный округ,Хорошевский,"город Москва, улица Зорге, дом 10, корпус 3",помещение,211.0,,831261010,"[37.5119314235428, 55.7828831753751]"
86,Северный административный округ,Войковский,"город Москва, улица Клары Цеткин, дом 31",помещение,72.7,,832185632,"[37.5133784183524, 55.8259259253152]"
87,Северный административный округ,Ховрино,"город Москва, Клинская улица, дом 10, корпус 1",помещение,138.2,,831261012,"[37.4965917515894, 55.8697827828365]"
88,Северный административный округ,Западное Дегунино,"город Москва, Коровинское шоссе, дом 1, корпус 2",помещение,227.4,,831261014,"[37.5424700436701, 55.8647122832049]"
89,Северный административный округ,Бескудниковский,"город Москва, Дубнинская улица, дом 53, корпус 3",помещение,124.7,,832185649,"[37.5573078214775, 55.8728996398236]"
90,Северо-Восточный административный округ,Северный,"город Москва, 3-я Северная линия, дом 2",помещение,285.9,,831261021,"[37.552074749819, 55.9427738235373]"
91,Восточный административный округ,Ивановское,"город Москва, улица Молостовых, дом 19, корпус 1",помещение,228.9,,831261022,"[37.8330683328914, 55.7511853611767]"
92,Северный административный округ,Дмитровский,"город Москва, Ангарская улица, дом 57, корпус 4",помещение,141.2,,832185654,"[37.526296260846, 55.883773256975]"
93,Восточный административный округ,Измайлово,"город Москва, 7-я Парковая улица, дом 8А",помещение,272.8,,831261027,"[37.7951767067496, 55.7948465885766]"
94,Северный административный округ,Аэропорт,"город Москва, Кочновский проезд, дом 4, корпус 2",помещение,164.1,,831261029,"[37.5453118649877, 55.8064429909155]"
95,Южный административный округ,Царицыно,"город Москва, Промышленная улица, дом 8",помещение,71.7,,831262150,"[37.6349971304057, 55.6346246020922]"
96,Северный административный округ,Головинский,"город Москва, Конаковский проезд, дом 7",помещение,253.5,,832185662,"[37.4806283550591, 55.8466495246007]"
97,Северный административный округ,Аэропорт,"город Москва, Кочновский проезд, дом 4, корпус 2",помещение,81.5,,831262598,"[37.5453118649877, 55.8064429909155]"
98,Юго-Западный административный округ,Южное Бутово,"город Москва, улица Брусилова, дом 31",помещение,259.9,,831262610,"[37.5942737326533, 55.5008053056385]"
99,Северный административный округ,Аэропорт,"город Москва, Кочновский проезд, дом 4, корпус 2",помещение,125.5,,831262644,"[37.5453118649877, 55.8064429909155]"
100,Северный административный округ,Аэропорт,"город Москва, Кочновский проезд, дом 4, корпус 2",помещение,140.0,,831262652,"[37.5453118649877, 55.8064429909155]"
101,Северо-Западный административный округ,Щукино,"город Москва, Живописная улица, дом 30, корпус 1",помещение,85.3,,831262657,"[37.4550044700442, 55.792156675911]"
102,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 1512",помещение,282.4,,831262665,"[37.1569854142378, 55.9831704690006]"
103,Западный административный округ,Можайский,"город Москва, Вяземская улица, дом 12, корпус 1",помещение,78.6,,831262673,"[37.4032256804869, 55.7125353052586]"
104,Восточный административный округ,Восточное Измайлово,"город Москва, Нижняя Первомайская улица, дом 44",помещение,155.5,,831262676,"[37.8076579289105, 55.7906921219637]"
105,Восточный административный округ,Новокосино,"город Москва, Новокосинская улица, дом 14, корпус 7",помещение,122.2,,831262679,"[37.857727595761, 55.7383652978504]"
106,Восточный административный округ,Восточное Измайлово,"город Москва, 11-я Парковая улица, дом 3, корпус 1",помещение,77.6,,831262684,"[37.8053229969002, 55.7896433625295]"
107,Западный административный округ,Можайский,"город Москва, Вяземская улица, дом 12, корпус 1",помещение,77.7,,832185666,"[37.4032256804869, 55.7125353052586]"
108,Восточный административный округ,Соколиная Гора,"город Москва, Зверинецкая улица, дом 6",помещение,139.6,,831262712,"[37.7265929178131, 55.7835723391848]"
109,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, улица Долгова, дом 2",помещение,152.2,,831262714,"[37.4567244949233, 55.8302720963784]"
110,Северо-Западный административный округ,Хорошево-Мневники,"город Москва, улица Маршала Тухачевского, дом 50, корпус 2",помещение,91.2,,832185670,"[37.4614322096977, 55.7864347037917]"
111,Северо-Западный административный округ,Щукино,"город Москва, улица Маршала Бирюзова, дом 8, корпус 1",помещение,84.6,,832187502,"[37.4968635043796, 55.7921840007493]"
112,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, Сосновая аллея, дом 2",помещение,269.3,,831262719,"[37.4632629667817, 55.8182118624819]"
113,Северо-Западный административный округ,Хорошево-Мневники,"город Москва, проспект Маршала Жукова, дом 12, корпус 4",помещение,163.2,,831262720,"[37.4948196343992, 55.7769353430951]"
114,Северо-Западный административный округ,Щукино,"город Москва, улица Маршала Василевского, дом 3, корпус 1",помещение,127.9,,832185703,"[37.4732188728952, 55.803377566204]"
115,Северный административный округ,Хорошевский,"город Москва, улица Викторенко, дом 14",помещение,58.7,,832185724,"[37.5241553319562, 55.7957538476796]"
116,Западный административный округ,Можайский,"город Москва, Беловежская улица, дом 13",помещение,139.7,,831262733,"[37.3981908488168, 55.7127913593414]"
117,Южный административный округ,Царицыно,"город Москва, Кантемировская улица, дом 17, корпус 1",помещение,209.1,,832187474,"[37.6711684028709, 55.6367482122358]"
118,Центральный административный округ,Тверской,"город Москва, Трёхпрудный переулок, дом 6",помещение,251.4,,832198890,"[37.5998701794707, 55.7654465622916]"
119,Северный административный округ,Тимирязевский,"город Москва, Дмитровское шоссе, дом 25, корпус 1",помещение,122.2,,832198903,"[37.5711593272605, 55.8249908983261]"
120,Юго-Восточный административный округ,Печатники,"город Москва, улица Гурьянова, дом 8, корпус 1",помещение,114.2,,832198931,"[37.7180052705308, 55.6900669795545]"
121,Северо-Восточный административный округ,Северное Медведково,"город Москва, проезд Шокальского, дом 31, корпус 1",помещение,83.3,,832198961,"[37.6486660256327, 55.8814823801429]"
122,Центральный административный округ,Хамовники,"город Москва, улица Плющиха, дом 11",помещение,194.3,,832199016,"[37.5800776270617, 55.7442018548877]"
123,Северный административный округ,Аэропорт,"город Москва, 2-й Балтийский переулок, дом 5",помещение,197.4,,832199110,"[37.5241551976669, 55.808950856844]"
124,Северо-Западный административный округ,Хорошево-Мневники,"город Москва, улица Генерала Глаголева, дом 22, корпус 1",помещение,153.8,,832199151,"[37.4639538031939, 55.7832072240748]"
125,Северо-Западный административный округ,Щукино,"город Москва, улица Академика Бочвара, дом 8",помещение,208.5,,832200344,"[37.4560071671727, 55.8036303173603]"
126,Северо-Западный административный округ,Щукино,"город Москва, улица Максимова, дом 14",помещение,135.9,,832201798,"[37.4669891220373, 55.798415840096]"
127,Северо-Западный административный округ,Щукино,"город Москва, улица Маршала Василевского, дом 3, корпус 1",помещение,84.2,,832201939,"[37.4732188728952, 55.803377566204]"
128,Западный административный округ,Внуково,"город Москва, Интернациональная улица, дом 4",помещение,35.5,,832202051,"[37.2552100358702, 55.6124366181162]"
129,Западный административный округ,Очаково-Матвеевское,"город Москва, Большая Очаковская улица, дом 19",помещение,110.4,,832203021,"[37.456148873173, 55.6816081498626]"
130,Центральный административный округ,Басманный,"город Москва, Большая Почтовая улица, дом 18/20, корпус 2",помещение,263.0,,832203100,"[37.6939344109672, 55.7762055664929]"
131,Юго-Западный административный округ,Теплый Стан,"город Москва, Ленинский проспект, дом 123, корпус 2",помещение,253.4,,832206246,"[37.48452080746, 55.6454407344448]"
132,Западный административный округ,Можайский,"город Москва, Беловежская улица, дом 71",помещение,115.0,,832206454,"[37.3960547189015, 55.7076261568497]"
133,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 49, корпус 1",помещение,95.4,,832206534,"[37.5665611668446, 55.5456010837321]"
134,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 49, корпус 1",помещение,95.4,,832206794,"[37.5665611668446, 55.5456010837321]"
135,Центральный административный округ,Хамовники,"город Москва, Пуговишников переулок, дом 16",помещение,156.6,,832207307,"[37.5840651128719, 55.732160644426]"
136,Зеленоградский административный округ,Савелки,"город Москва, город Зеленоград, корпус 339Б",помещение,147.5,,832207349,"[37.21619148101, 55.9935048104144]"
137,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 2043",помещение,139.4,,832207386,"[37.1731609383592, 55.971691870203]"
138,Юго-Западный административный округ,Гагаринский,"город Москва, Ленинский проспект, дом 41/2",помещение,214.3,,832207391,"[37.5790738743036, 55.7057928869697]"
139,Южный административный округ,Москворечье-Сабурово,"город Москва, улица Борисовские Пруды, дом 5, корпус 1",помещение,110.3,,832239646,"[37.7135499230669, 55.6363332201559]"
140,Центральный административный округ,Мещанский,"город Москва, Рождественский бульвар, дом 19",помещение,240.6,,832240018,"[37.6292688451986, 55.7668610154173]"
141,Южный административный округ,Даниловский,"город Москва, улица Шухова, дом 11/16",помещение,279.1,,832376079,"[37.6131994304968, 55.7161064775312]"
142,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, улица Свободы, дом 1, корпус 2",помещение,130.3,,832240600,"[37.4506842341475, 55.8242095304559]"
143,Восточный административный округ,Соколиная Гора,"город Москва, Борисовская улица, дом 10А",помещение,141.1,,832240802,"[37.7370033285443, 55.7878302820068]"
144,Восточный административный округ,Соколиная Гора,"город Москва, улица Семёновский Вал, дом 10, корпус 1",помещение,242.8,,832241052,"[37.7144502367983, 55.7775572152804]"
145,Юго-Восточный административный округ,Печатники,"город Москва, Батюнинская улица, дом 13",помещение,150.5,,832241150,"[37.7032837312413, 55.6572868633427]"
146,Юго-Западный административный округ,Академический,"город Москва, проспект 60-летия Октября, дом 18, корпус 3",помещение,119.7,,832241463,"[37.5729227500958, 55.6899654447864]"
147,Северный административный округ,Дмитровский,"город Москва, Дмитровское шоссе, дом 149",помещение,97.4,,832241594,"[37.5422741707273, 55.894469272793]"
148,Северный административный округ,Аэропорт,"город Москва, Старый Зыковский проезд, дом 6, корпус 2",помещение,122.6,,832242768,"[37.545807873195, 55.8008482500973]"
149,Западный административный округ,Солнцево,"город Москва, улица Матросова, дом 7, корпус 4",помещение,256.2,,832242814,"[37.4206614793279, 55.664146295621]"
150,Северный административный округ,Аэропорт,"город Москва, Авиационный переулок, дом 4",помещение,158.9,,832242830,"[37.5391909430582, 55.7994205517259]"
151,Северо-Восточный административный округ,Лосиноостровский,"город Москва, Анадырский проезд, дом 21",помещение,98.7,,832242860,"[37.6848033279979, 55.8648840560285]"
152,Западный административный округ,Дорогомилово,"город Москва, площадь Победы, дом 2, корпус 1",помещение,58.7,,832242918,"[37.5209131298357, 55.7378226978225]"
153,Северный административный округ,Савеловский,"город Москва, улица 8 Марта, дом 8, корпус 1",помещение,409.2,,832242988,"[37.5545693397665, 55.802151947833]"
154,Северо-Восточный административный округ,Останкинский,"город Москва, проспект Мира, дом 81",помещение,78.0,,832243077,"[37.6340801572048, 55.8012772939392]"
155,Юго-Западный административный округ,Зюзино,"город Москва, Болотниковская улица, дом 31",помещение,140.5,,832243108,"[37.5925971858981, 55.6585545730469]"
156,Южный административный округ,Братеево,"город Москва, Алма-Атинская улица, дом 5",помещение,46.6,,832243135,"[37.7709541495442, 55.6410351576788]"
157,Восточный административный округ,Перово,"город Москва, улица Металлургов, дом 5",помещение,147.5,,832243179,"[37.7789440168284, 55.7571812860591]"
158,Центральный административный округ,Пресненский,"город Москва, Шмитовский проезд, дом 7",помещение,213.1,,832243213,"[37.5536035376634, 55.758124768402]"
159,Центральный административный округ,Пресненский,"город Москва, улица Юлиуса Фучика, дом 6",помещение,365.7,,832243238,"[37.5878433662518, 55.7694376439469]"
160,Восточный административный округ,Новогиреево,"город Москва, Новогиреевская улица, дом 37",помещение,197.7,,832243297,"[37.7991366778857, 55.752916936559]"
161,Северо-Западный административный округ,Щукино,"город Москва, улица Маршала Василевского, дом 3, корпус 1",помещение,188.2,,832247079,"[37.4732188728952, 55.803377566204]"
162,Центральный административный округ,Замоскворечье,"город Москва, Татарская улица, дом 5, строение 1",помещение,124.5,,832247081,"[37.63841302444, 55.7344223198129]"
163,Центральный административный округ,Таганский,"город Москва, 1-й Гончарный переулок, дом 7",помещение,145.6,,832247082,"[37.6495783710759, 55.7401447052439]"
164,Центральный административный округ,Мещанский,"город Москва, проспект Мира, дом 71, строение 1",помещение,246.9,,832247083,"[37.6342992015153, 55.7880903999466]"
165,Юго-Западный административный округ,Гагаринский,"город Москва, Ленинский проспект, дом 68/10",помещение,66.1,,832247929,"[37.5455503151405, 55.6896721058844]"
166,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Крупской, дом 8, корпус 3",помещение,143.1,,832249756,"[37.5280961752168, 55.6847786634489]"
167,Юго-Западный административный округ,Гагаринский,"город Москва, Ленинский проспект, дом 52",помещение,133.0,,832256184,"[37.5627372547802, 55.6992750789325]"
168,Северный административный округ,Коптево,"город Москва, улица Лихоборские Бугры, дом 4, корпус 1",помещение,138.7,,832251659,"[37.5494780502275, 55.8418990838741]"
169,Центральный административный округ,Хамовники,"город Москва, 2-я Фрунзенская улица, дом 10",помещение,173.0,,832265987,"[37.5820501181882, 55.7238681890161]"
170,Центральный административный округ,Пресненский,"город Москва, Малый Тишинский переулок, дом 20",помещение,268.0,,832266962,"[37.5783267468246, 55.7711476580074]"
171,Юго-Западный административный округ,Обручевский,"город Москва, Ленинский проспект, дом 99",помещение,220.0,,832268255,"[37.5187134271659, 55.6687503477671]"
172,Западный административный округ,Раменки,"город Москва, улица Столетова, дом 8",помещение,104.9,,832274868,"[37.5048327733036, 55.7051822561466]"
173,Западный административный округ,Раменки,"город Москва, улица Столетова, дом 8",помещение,200.2,,832280161,"[37.5048327733036, 55.7051822561466]"
174,Западный административный округ,Раменки,"город Москва, улица Столетова, дом 8",помещение,171.3,,832282421,"[37.5048327733036, 55.7051822561466]"
175,Северный административный округ,Сокол,"город Москва, улица Алабяна, дом 3, корпус 3",помещение,187.4,,832287940,"[37.5106660599894, 55.8027927841058]"
176,Северный административный округ,Левобережный,"город Москва, Беломорская улица, дом 24, корпус 3",помещение,213.3,,832289763,"[37.4772405978369, 55.8620873780959]"
177,Восточный административный округ,Сокольники,"город Москва, Егерская улица, дом 1",помещение,81.5,,832292281,"[37.6828869501735, 55.7931346780741]"
178,Северный административный округ,Беговой,"город Москва, Ленинградский проспект, дом 33А",помещение,57.0,,832298329,"[37.557550008897, 55.7884680472338]"
179,Северный административный округ,Сокол,"город Москва, Ленинградский проспект, дом 67, корпус 1",помещение,188.5,,832299996,"[37.5187629536588, 55.8030245590279]"
180,Северный административный округ,Сокол,"город Москва, Ленинградский проспект, дом 67, корпус 1",помещение,148.9,,832300984,"[37.5187629536588, 55.8030245590279]"
