,AdmArea,District,Address,PropertyType,ObjectArea,Note,global_id,coordinates
1332,Центральный административный округ,Пресненский,"город Москва, улица Пресненский Вал, дом 38, строение 4",помещение,298.6,,1047627337,"[37.5701475593504, 55.7709990861343]"
1333,Центральный административный округ,Пресненский,"город Москва, улица Костикова, дом 3",помещение,106.0,,1047627351,"[37.5543760934957, 55.7606705577752]"
1334,Центральный административный округ,Басманный,"город Москва, Яковоапостольский переулок, дом 9, строение 1",помещение,178.4,,1047434254,"[37.6542664860772, 55.7587528368616]"
1335,Центральный административный округ,Басманный,"город Москва, улица Фридриха Энгельса, дом 7-21",помещение,14.4,,1047627391,"[37.6816314179061, 55.7721480026697]"
1336,Центральный административный округ,Пресненский,"город Москва, улица Сергея Макеева, дом 2, строение 1",помещение,164.1,,1047627401,"[37.5503922053469, 55.757197224545]"
1337,Центральный административный округ,Басманный,"город Москва, Елизаветинский переулок, дом 6, строение 1",помещение,145.4,,1047431683,"[37.6728118971916, 55.7626339313201]"
1338,Центральный административный округ,Басманный,"город Москва, Колпачный переулок, дом 6, строение 4",помещение,121.0,,1047431685,"[37.642177080376, 55.7578234255264]"
1339,Западный административный округ,Раменки,"город Москва, Мичуринский проспект, дом 31, корпус 7",помещение,62.4,,1047432193,"[37.4989777140799, 55.6953097883568]"
1340,Западный административный округ,Раменки,"город Москва, Мосфильмовская улица, дом 53",помещение,64.0,,1047627441,"[37.4976799453427, 55.7045649096204]"
1341,Западный административный округ,Кунцево,"город Москва, Ярцевская улица, дом 32",помещение,193.3,,1047432196,"[37.4180453105464, 55.7412697614961]"
1342,Западный административный округ,Филевский Парк,"город Москва, Новозаводская улица, дом 25, корпус 3",помещение,131.4,,1047433829,"[37.4978742344155, 55.7523453020281]"
1343,Западный административный округ,Кунцево,"город Москва, Партизанская улица, дом 21",помещение,130.5,,1047438384,"[37.4110538976021, 55.7349197736312]"
1344,Западный административный округ,Очаково-Матвеевское,"город Москва, 1-й Очаковский переулок, дом 1",помещение,233.0,,1047433234,"[37.4612109780984, 55.6850569590021]"
1345,Западный административный округ,Можайский,"город Москва, улица Гришина, дом 18, корпус 2",помещение,153.5,,1047627575,"[37.4172883275843, 55.7245539400698]"
1346,Западный административный округ,Дорогомилово,"город Москва, Кутузовский проспект, дом 26, корпус 3",помещение,110.7,,1047431694,"[37.5414911133868, 55.7440886532911]"
1347,Западный административный округ,Внуково,"город Москва, посёлок Внуково, Центральная улица, дом 15",помещение,184.3,,1047431699,"[37.2869734544399, 55.6121168197103]"
1348,Западный административный округ,Фили-Давыдково,"город Москва, Славянский бульвар, дом 7, корпус 2",помещение,18.2,,1047432739,"[37.4699915615889, 55.7259926959303]"
1349,Западный административный округ,Филевский Парк,"город Москва, Новозаводская улица, дом 15, корпус 2",помещение,117.8,,1047432206,"[37.5061633087373, 55.75119493804]"
1350,Западный административный округ,Филевский Парк,"город Москва, Новозаводская улица, дом 15, корпус 2",помещение,246.6,,1047432207,"[37.5061633087373, 55.75119493804]"
1351,Северный административный округ,Аэропорт,"город Москва, Авиационный переулок, дом 4",помещение,221.6,,1047432208,"[37.5391909430582, 55.7994205517259]"
1352,Северный административный округ,Аэропорт,"город Москва, Авиационный переулок, дом 8",помещение,222.9,,1047438272,"[37.5407483809125, 55.8008086311156]"
1353,Северный административный округ,Коптево,"город Москва, Большая Академическая улица, дом 79, корпус 4",помещение,52.9,,1047627742,"[37.5562383768268, 55.8452024227605]"
1354,Северный административный округ,Левобережный,"город Москва, Беломорская улица, дом 20, корпус 1",помещение,92.0,,1047432211,"[37.4755363502841, 55.8619967068139]"
1355,Северный административный округ,Бескудниковский,"город Москва, Бескудниковский бульвар, дом 21, корпус 2",помещение,82.8,,1047438252,"[37.5569856306544, 55.8666472247202]"
1356,Северный административный округ,Бескудниковский,"город Москва, Бескудниковский бульвар, дом 58, корпус 3",помещение,63.4,,1047433248,"[37.5365929084053, 55.8751027295903]"
1357,Северный административный округ,Тимирязевский,"город Москва, Дмитровское шоссе, дом 38, корпус 1",помещение,155.4,,1047433249,"[37.5714760557327, 55.8407387167501]"
1358,Северный административный округ,Дмитровский,"город Москва, Дмитровское шоссе, дом 123, корпус 1",помещение,170.7,,1047431719,"[37.5414453381165, 55.8860777531376]"
1359,Северный административный округ,Бескудниковский,"город Москва, Дмитровское шоссе, дом 99, корпус 1",помещение,160.3,,1047432762,"[37.5463686705778, 55.8746914129125]"
1360,Северный административный округ,Хорошевский,"город Москва, улица Зорге, дом 20",помещение,160.2,,1047627760,"[37.5092978605172, 55.7876074793238]"
1361,Северный административный округ,Западное Дегунино,"город Москва, улица Ивана Сусанина, дом 2, корпус 1",помещение,33.8,,1047627761,"[37.5286126245375, 55.8652208179856]"
1362,Северный административный округ,Коптево,"город Москва, Коптевская улица, дом 26, корпус 5",помещение,249.9,,1047431727,"[37.5228604163393, 55.834811939715]"
1363,Северный административный округ,Коптево,"город Москва, Коптевская улица, дом 83, корпус 2",помещение,69.5,,1047438359,"[37.5208289434646, 55.8361322193814]"
1364,Северный административный округ,Коптево,"город Москва, Коптевская улица, дом 83, корпус 2",помещение,35.5,,1047432222,"[37.5208289434646, 55.8361322193814]"
1365,Северный административный округ,Хорошевский,"город Москва, улица Куусинена, дом 11, корпус 1",помещение,104.4,,1047627762,"[37.5140530503177, 55.7822643268431]"
1366,Северный административный округ,Беговой,"город Москва, Ленинградский проспект, дом 13, строение 1",помещение,79.5,,1047438091,"[37.5735132998198, 55.7810715806893]"
1367,Северный административный округ,Войковский,"город Москва, Ленинградское шоссе, дом 15",помещение,45.4,,1047432778,"[37.4953254293431, 55.8201174134153]"
1368,Северный административный округ,Тимирязевский,"город Москва, Линейный проезд, дом 6",помещение,123.4,,1047438118,"[37.5729301269171, 55.8416235699898]"
1369,Северный административный округ,Хорошевский,"город Москва, 5-я Магистральная улица, дом 14, корпус 2",помещение,71.7,,1047438444,"[37.5273726493799, 55.7736908616438]"
1370,Северный административный округ,Тимирязевский,"город Москва, улица Немчинова, дом 12",помещение,51.9,,1047627763,"[37.5655658909157, 55.8235010710325]"
1371,Северный административный округ,Коптево,"город Москва, 3-й Новомихалковский проезд, дом 6",помещение,38.2,,1047431744,"[37.5417918079479, 55.8403368308997]"
1372,Северный административный округ,Коптево,"город Москва, 3-й Новомихалковский проезд, дом 6",помещение,103.6,,1047438762,"[37.5417918079479, 55.8403368308997]"
1373,Северный административный округ,Головинский,"город Москва, Онежская улица, дом 11/11",помещение,109.0,,1047432792,"[37.5202404826993, 55.8490619540782]"
1374,Северный административный округ,Сокол,"город Москва, Песчаный переулок, дом 14, корпус 1",помещение,129.0,,1047431750,"[37.5087088183212, 55.7982634625211]"
1375,Северный административный округ,Савеловский,"город Москва, Петровско-Разумовский проезд, дом 13, корпус 2",помещение,125.5,,1047438579,"[37.5674444157341, 55.7967601727279]"
1376,Северный административный округ,Савеловский,"город Москва, Петровско-Разумовский проезд, дом 16",помещение,293.7,,1047432235,"[37.5693539825888, 55.7979245303418]"
1377,Северный административный округ,Ховрино,"город Москва, Петрозаводская улица, дом 1",помещение,62.8,,1047433271,"[37.5018289924614, 55.8636962953064]"
1378,Северный административный округ,Беговой,"город Москва, улица Расковой, дом 1",помещение,60.1,,1047627764,"[37.5700296867702, 55.786165698503]"
1379,Северный административный округ,Сокол,"город Москва, Факультетский переулок, дом 4",помещение,202.5,,1047431760,"[37.4973396784091, 55.8118405399733]"
1380,Северный административный округ,Хорошевский,"город Москва, Хорошёвское шоссе, дом 1",помещение,140.8,,1047627975,"[37.5435453755424, 55.7733645832458]"
1381,Северо-Восточный административный округ,Бибирево,"город Москва, Белозерская улица, дом 11",помещение,35.2,,1047434311,"[37.6146102851707, 55.8973894757365]"
1382,Северо-Восточный административный округ,Отрадное,"город Москва, улица Декабристов, дом 38",помещение,211.3,,1047628045,"[37.6165559158576, 55.8594043524005]"
1383,Северо-Восточный административный округ,Северный,"город Москва, Дмитровское шоссе, дом 165Д, корпус 1",помещение,117.9,,1047432813,"[37.5420878146334, 55.9214755775549]"
1384,Северо-Восточный административный округ,Лосиноостровский,"город Москва, Изумрудная улица, дом 6",помещение,201.9,,1047432244,"[37.6793603606084, 55.8683191646801]"
1385,Северо-Восточный административный округ,Марфино,"город Москва, улица Академика Комарова, дом 11В",помещение,34.6,,1047628066,"[37.5884229005589, 55.8287914447292]"
1386,Северо-Восточный административный округ,Марфино,"город Москва, Большая Марфинская улица, дом 4",помещение,65.6,,1047438947,"[37.5929987094365, 55.8312817845187]"
1387,Северо-Восточный административный округ,Северное Медведково,"город Москва, улица Молодцова, дом 4",помещение,62.5,,1047628095,"[37.6415370234128, 55.8782383742165]"
1388,Северо-Восточный административный округ,Южное Медведково,"город Москва, улица Молодцова, дом 19, корпус 2",помещение,122.2,,1047628102,"[37.632284566797, 55.8772428867045]"
1389,Северо-Восточный административный округ,Бибирево,"город Москва, улица Плещеева, дом 16",помещение,23.7,,1047628116,"[37.61334369922, 55.88695575649]"
1390,Северо-Восточный административный округ,Марьина Роща,"город Москва, Стрелецкая улица, дом 6",помещение,63.3,,1047438881,"[37.6016548212124, 55.7953515619799]"
1391,Северо-Восточный административный округ,Марьина Роща,"город Москва, улица Сущёвский Вал, дом 67",помещение,291.4,,1047628117,"[37.622751966902, 55.7931774431262]"
1392,Северо-Восточный административный округ,Лосиноостровский,"город Москва, Шушенская улица, дом 3, корпус 1",помещение,241.7,,1047432253,"[37.6875920792097, 55.8679250663448]"
1393,Юго-Восточный административный округ,Кузьминки,"город Москва, Волгоградский проспект, дом 60, корпус 3",помещение,118.2,,1047432254,"[37.7552737197228, 55.7051121810965]"
1394,Юго-Восточный административный округ,Некрасовка,"город Москва, Рождественская улица, дом 15",помещение,170.6,,1047434357,"[37.9167541860443, 55.7032680400116]"
1395,Юго-Восточный административный округ,Нижегородский,"город Москва, Рязанский проспект, дом 33",помещение,106.5,,1047432256,"[37.7507339999999, 55.7296369060468]"
1396,Юго-Восточный административный округ,Люблино,"город Москва, Армавирская улица, дом 4, корпус 2",помещение,160.5,,1047438801,"[37.7548882448811, 55.6750594039393]"
1397,Юго-Восточный административный округ,Южнопортовый,"город Москва, улица Трофимова, дом 22, корпус 2",помещение,61.5,,1047628154,"[37.6763342434003, 55.7015233774561]"
1398,Юго-Восточный административный округ,Нижегородский,"город Москва, Нижегородская улица, дом 94, корпус 2",помещение,198.8,,1047433294,"[37.7212199405542, 55.7296821946404]"
1399,Юго-Восточный административный округ,Нижегородский,"город Москва, Орехово-Зуевский проезд, дом 8",помещение,107.3,,1047433953,"[37.7479996734721, 55.7311065893239]"
1400,Юго-Восточный административный округ,Люблино,"город Москва, Таганрогская улица, дом 6, строение 1",помещение,183.9,,1047431803,"[37.7565568527532, 55.6844371226704]"
1401,Юго-Восточный административный округ,Кузьминки,"город Москва, Волгоградский проспект, дом 139",помещение,31.2,,1047432262,"[37.7747767353732, 55.7051022157686]"
1402,Юго-Восточный административный округ,Марьино,"город Москва, улица Верхние Поля, дом 42, корпус 2",помещение,42.2,,1047628227,"[37.7780829522181, 55.6642043775331]"
1403,Юго-Восточный административный округ,Южнопортовый,"город Москва, улица Сайкина, дом 1/2",помещение,252.2,,1047628306,"[37.6693020179716, 55.7087380391522]"
1404,Юго-Восточный административный округ,Выхино-Жулебино,"город Москва, улица Генерала Кузнецова, дом 11, корпус 2",помещение,143.8,,1047628363,"[37.8607566300121, 55.6884822020889]"
1405,Юго-Восточный административный округ,Некрасовка,"город Москва, проспект Защитников Москвы, дом 1",помещение,59.4,,1047628394,"[37.9147393908199, 55.6981771901507]"
1406,Юго-Восточный административный округ,Печатники,"город Москва, улица Гурьянова, дом 2, корпус 4",помещение,75.0,,1047628413,"[37.7196338148757, 55.6939750497084]"
1407,Юго-Восточный административный округ,Южнопортовый,"город Москва, 2-й Южнопортовый проезд, дом 5, корпус 1",помещение,71.7,,1047628418,"[37.6793620422521, 55.7008573297873]"
1408,Юго-Восточный административный округ,Лефортово,"город Москва, Волочаевская улица, дом 8",помещение,9.9,,1047438585,"[37.6833265601551, 55.7569807463776]"
1409,Юго-Восточный административный округ,Южнопортовый,"город Москва, 2-й Южнопортовый проезд, дом 19, корпус 1",помещение,124.3,,1047628430,"[37.6868386758436, 55.701124774651]"
1410,Юго-Восточный административный округ,Южнопортовый,"город Москва, 2-й Южнопортовый проезд, дом 5, корпус 1",помещение,100.2,,1047628431,"[37.6793620422521, 55.7008573297873]"
1411,Юго-Восточный административный округ,Капотня,"город Москва, 2-й квартал Капотня, дом 10",помещение,69.7,,1047432868,"[37.7968234746086, 55.6410583461198]"
1412,Юго-Восточный административный округ,Люблино,"город Москва, Новороссийская улица, дом 25, корпус 2",помещение,74.7,,1047431829,"[37.762678501705, 55.6725727978155]"
1413,Юго-Восточный административный округ,Южнопортовый,"город Москва, 1-я улица Машиностроения, дом 4, корпус 3",помещение,72.8,,1047438835,"[37.6686582928531, 55.7134422735787]"
1414,Юго-Восточный административный округ,Рязанский,"город Москва, улица Коновалова, дом 10",помещение,167.2,,1047432875,"[37.7634190517178, 55.7301982306323]"
1415,Северо-Западный административный округ,Южное Тушино,"город Москва, бульвар Яна Райниса, дом 1",помещение,98.1,,1047628432,"[37.4361717840729, 55.8498710696718]"
1416,Северо-Западный административный округ,Щукино,"город Москва, улица Академика Бочвара, дом 12",помещение,76.2,,1047628433,"[37.4527357610184, 55.8033474424613]"
1417,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, улица Мещерякова, дом 3",помещение,65.5,,1047628470,"[37.4518308401961, 55.8322105798407]"
1418,Северо-Западный административный округ,Строгино,"город Москва, Строгинский бульвар, дом 12",помещение,140.0,,1047628543,"[37.3981365753293, 55.8040146785318]"
1419,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, Волоколамский проезд, дом 3, корпус 1",помещение,78.3,,1047431844,"[37.4320870806485, 55.8266563187425]"
1420,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, Волоколамский проезд, дом 4, корпус 1",помещение,41.0,,1047431845,"[37.4333105844067, 55.8263020568924]"
1421,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, Волоколамское шоссе, дом 96/2",помещение,182.3,,1047431847,"[37.4328511939028, 55.8254277089065]"
1422,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, улица Габричевского, дом 1, корпус 1",помещение,295.0,,1047628649,"[37.4550182411239, 55.8121034551248]"
1423,Северо-Западный административный округ,Южное Тушино,"город Москва, Сходненская улица, дом 13",помещение,58.9,,1047432894,"[37.438187879868, 55.8406116497372]"
1424,Северо-Западный административный округ,Южное Тушино,"город Москва, бульвар Яна Райниса, дом 5",помещение,142.3,,1047629320,"[37.4367281548648, 55.8494586370144]"
1425,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, улица Долгова, дом 5",помещение,30.7,,1047629342,"[37.4491759095725, 55.8300237698803]"
1426,Северо-Западный административный округ,Митино,"город Москва, Пенягинская улица, дом 20, корпус 1",помещение,60.3,,1047629358,"[37.3592504465302, 55.8343634240031]"
1427,Северо-Западный административный округ,Строгино,"город Москва, улица Маршала Катукова, дом 3, корпус 1",помещение,35.5,,1047629359,"[37.3961650921056, 55.8137381380206]"
1428,Северо-Западный административный округ,Хорошево-Мневники,"город Москва, улица Народного Ополчения, дом 12, корпус 5",помещение,175.6,,1047629360,"[37.4803449567143, 55.771967133498]"
1429,Северо-Западный административный округ,Южное Тушино,"город Москва, бульвар Яна Райниса, дом 19, корпус 1",помещение,278.1,,1047629361,"[37.4290214389006, 55.8488546704405]"
1430,Юго-Западный административный округ,Академический,"город Москва, улица Кедрова, дом 4, корпус 3",помещение,49.8,,1047629362,"[37.5655393211721, 55.6857337937678]"
1431,Юго-Западный административный округ,Академический,"город Москва, улица Кедрова, дом 4, корпус 3",помещение,58.6,,1047629363,"[37.5655393211721, 55.6857337937678]"
1432,Юго-Западный административный округ,Южное Бутово,"город Москва, улица Поляны, дом 7",помещение,150.6,,1047629364,"[37.5520181402342, 55.5522039031684]"
1433,Юго-Западный административный округ,Коньково,"город Москва, улица Введенского, дом 22, корпус 1",помещение,19.9,,1047629388,"[37.5390222486092, 55.6409960185208]"
1434,Юго-Западный административный округ,Коньково,"город Москва, улица Введенского, дом 22, корпус 1",помещение,20.7,,1047629454,"[37.5390222486092, 55.6409960185208]"
1435,Юго-Западный административный округ,Академический,"город Москва, улица Дмитрия Ульянова, дом 32",помещение,121.9,,1047629558,"[37.5810848052558, 55.6845992297205]"
1436,Юго-Западный административный округ,Гагаринский,"город Москва, Университетский проспект, дом 4",помещение,166.1,,1047431880,"[37.5542247485324, 55.697407568778]"
1437,Юго-Западный административный округ,Ясенево,"город Москва, Литовский бульвар, дом 3, корпус 2",помещение,59.2,,1047432302,"[37.5350549433763, 55.6169653195886]"
1438,Юго-Западный административный округ,Гагаринский,"город Москва, Ленинский проспект, дом 75/9",помещение,67.0,,1047431884,"[37.5450850653761, 55.6869366977661]"
1439,Юго-Западный административный округ,Академический,"город Москва, улица Кржижановского, дом 4, корпус 1",помещение,141.9,,1047629657,"[37.5613427234764, 55.6828042183214]"
1440,Южный административный округ,Братеево,"город Москва, Братеевская улица, дом 21, корпус 2",помещение,57.5,,1047439576,"[37.7515709487494, 55.6346463110576]"
1441,Южный административный округ,Нагорный,"город Москва, Варшавское шоссе, дом 75, корпус 2",помещение,105.0,,1047434736,"[37.6209893450641, 55.6586119621626]"
1442,Южный административный округ,Москворечье-Сабурово,"город Москва, Каширское шоссе, дом 50, корпус 1",помещение,37.5,,1047432934,"[37.6668697963835, 55.6470900928622]"
1443,Южный административный округ,Царицыно,"город Москва, Севанская улица, дом 54, корпус 1",помещение,42.8,,1047431895,"[37.6507062049601, 55.6246315036058]"
1444,Южный административный округ,Зябликово,"город Москва, Ореховый проезд, дом 23, корпус 1",помещение,79.7,,1047439436,"[37.7313586212576, 55.6228087134901]"
1445,Южный административный округ,Нагорный,"город Москва, Варшавское шоссе, дом 72, корпус 2",помещение,25.0,,1047433345,"[37.6187987404173, 55.6568360620988]"
1446,Южный административный округ,Нагорный,"город Москва, Варшавское шоссе, дом 72, корпус 2",помещение,191.6,,1047431900,"[37.6187987404173, 55.6568360620988]"
1447,Южный административный округ,Царицыно,"город Москва, Кантемировская улица, дом 3, корпус 6",помещение,87.1,,1047431902,"[37.6820742334485, 55.6356720242081]"
1448,Южный административный округ,Москворечье-Сабурово,"город Москва, улица Борисовские Пруды, дом 13, корпус 1",помещение,97.5,,1047629673,"[37.7191578276129, 55.6359779912437]"
1449,Центральный административный округ,Басманный,"город Москва, Новая Басманная улица, дом 28, строение 1",помещение,159.2,,1047439642,"[37.6666070681785, 55.7695056756293]"
1450,Центральный административный округ,Замоскворечье,"город Москва, Овчинниковская набережная, дом 22/24, строение 1",помещение,71.9,,1047431907,"[37.6337193418464, 55.7434787377454]"
1451,Юго-Восточный административный округ,Люблино,"город Москва, улица Головачёва, дом 3, корпус 2",помещение,218.3,,1047629674,"[37.8055009471998, 55.6752104207614]"
1452,Юго-Восточный административный округ,Люблино,"город Москва, Краснодонская улица, дом 39",помещение,160.8,,1047431912,"[37.7495708806277, 55.6743999783855]"
1453,Юго-Восточный административный округ,Нижегородский,"город Москва, 2-й Карачаровский проезд, дом 4",помещение,106.7,,1047629675,"[37.7537562976779, 55.7298405993138]"
1454,Юго-Восточный административный округ,Лефортово,"город Москва, Авиамоторная улица, дом 49/1",помещение,155.3,,1047432320,"[37.7197087387574, 55.7489954703921]"
1455,Юго-Восточный административный округ,Кузьминки,"город Москва, Волжский бульвар, дом 19",помещение,120.5,,1047432961,"[37.7489631781948, 55.7069847357874]"
1456,Юго-Восточный административный округ,Южнопортовый,"город Москва, 1-я Дубровская улица, дом 8А",помещение,74.5,,1047629676,"[37.6689777072405, 55.7263728322027]"
1457,Юго-Восточный административный округ,Рязанский,"город Москва, улица Коновалова, дом 10",помещение,241.2,,1047629677,"[37.7634190517178, 55.7301982306323]"
1458,Юго-Восточный административный округ,Рязанский,"город Москва, улица Коновалова, дом 12",помещение,125.4,,1047629678,"[37.7635058290489, 55.7307900205827]"
1459,Юго-Восточный административный округ,Южнопортовый,"город Москва, улица Петра Романова, дом 6",помещение,172.2,,1047629679,"[37.6807389577227, 55.7082598842931]"
1460,Юго-Восточный административный округ,Люблино,"город Москва, проспект 40 лет Октября, дом 16, корпус 1",помещение,157.9,,1047629745,"[37.7448647357088, 55.6786243076461]"
1461,Юго-Восточный административный округ,Люблино,"город Москва, Совхозная улица, дом 8",помещение,173.6,,1047431931,"[37.7472840084019, 55.6705869991953]"
1462,Северо-Западный административный округ,Хорошево-Мневники,"город Москва, улица Маршала Тухачевского, дом 58, корпус 3",помещение,86.3,,1047629817,"[37.4585778097208, 55.7865982707765]"
1463,Северо-Западный административный округ,Митино,"город Москва, Ангелов переулок, дом 6",помещение,55.7,,1047439477,"[37.3476544135988, 55.8535771229082]"
1464,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, Вишнёвая улица, дом 12",помещение,64.5,,1047432982,"[37.4484396694127, 55.8320072051829]"
1465,Северо-Западный административный округ,Покровское-Стрешнево,"город Москва, Волоколамский проезд, дом 6, корпус 2",помещение,49.4,,1047440176,"[37.4344468548904, 55.8265016399712]"
1466,Северо-Западный административный округ,Щукино,"город Москва, улица Маршала Новикова, дом 2, корпус 1",помещение,128.2,,1047629876,"[37.4692389788853, 55.8021088278871]"
1467,Северо-Западный административный округ,Щукино,"город Москва, улица Маршала Новикова, дом 2, корпус 1",помещение,20.5,,1047629918,"[37.4692389788853, 55.8021088278871]"
1468,Северо-Западный административный округ,Щукино,"город Москва, улица Маршала Новикова, дом 2, корпус 1",помещение,100.5,,1047629936,"[37.4692389788853, 55.8021088278871]"
1469,Северо-Западный административный округ,Щукино,"город Москва, улица Маршала Новикова, дом 4, корпус 1",помещение,156.5,,1047629975,"[37.4677755340568, 55.8026608868253]"
1470,Северо-Западный административный округ,Митино,"город Москва, Ангелов переулок, дом 8",помещение,131.7,,1047432339,"[37.3461454644803, 55.8533789128619]"
1471,Юго-Восточный административный округ,Южнопортовый,"город Москва, 1-я Дубровская улица, дом 2А",помещение,126.0,,1047629988,"[37.6676387017513, 55.7282949305989]"
1472,Северо-Западный административный округ,Щукино,"город Москва, улица Гамалеи, дом 23, корпус 1",помещение,123.0,,1047629991,"[37.455580237157, 55.8022567757666]"
1473,Западный административный округ,Филевский Парк,"город Москва, Новозаводская улица, дом 21",помещение,51.8,,1047431959,"[37.5031670744731, 55.7523234805844]"
1474,Западный административный округ,Очаково-Матвеевское,"город Москва, улица Наташи Ковшовой, дом 5/2",помещение,48.4,,1047629992,"[37.4549161036573, 55.6840311646527]"
1475,Западный административный округ,Филевский Парк,"город Москва, Новозаводская улица, дом 15, корпус 2",помещение,75.7,,1047433379,"[37.5061633087373, 55.75119493804]"
1476,Западный административный округ,Очаково-Матвеевское,"город Москва, Большая Очаковская улица, дом 22",помещение,127.7,,1047432345,"[37.4555915221134, 55.6826176320165]"
1477,Западный административный округ,Филевский Парк,"город Москва, Новозаводская улица, дом 25, корпус 3",помещение,78.8,,1047432346,"[37.4978742344155, 55.7523453020281]"
1478,Западный административный округ,Можайский,"город Москва, Можайское шоссе, дом 45, корпус 1",помещение,9.3,,1047431970,"[37.4069551518556, 55.7157897849682]"
1479,Восточный административный округ,Восточное Измайлово,"город Москва, Измайловский проспект, дом 93, корпус 3",помещение,19.1,,1047431972,"[37.8090678036398, 55.789711689263]"
1480,Восточный административный округ,Северное Измайлово,"город Москва, 3-я Парковая улица, дом 40",помещение,209.5,,1047629993,"[37.7831621839419, 55.8031281487658]"
1481,Восточный административный округ,Измайлово,"город Москва, Верхняя Первомайская улица, дом 21",помещение,27.3,,1047433019,"[37.7840237159861, 55.7998208474724]"
1482,Восточный административный округ,Новокосино,"город Москва, Новокосинская улица, дом 24, корпус 2",помещение,31.1,,1047434131,"[37.8626714878555, 55.7396761132954]"
1483,Восточный административный округ,Соколиная Гора,"город Москва, 5-я улица Соколиной Горы, дом 20, корпус 1",помещение,169.6,,1047629994,"[37.7410760268289, 55.7643381395038]"
1484,Зеленоградский административный округ,Силино,"город Москва, город Зеленоград, корпус 1137",помещение,95.0,,1047630014,"[37.1720914035539, 55.9925874486746]"
1485,Зеленоградский административный округ,Савелки,"город Москва, город Зеленоград, корпус 350",помещение,46.9,,1047630095,"[37.2263093576572, 55.9931224603318]"
1486,Восточный административный округ,Северное Измайлово,"город Москва, 13-я Парковая улица, дом 26",помещение,14.7,,1047440280,"[37.8129598090682, 55.8042318200813]"
1487,Юго-Западный административный округ,Ломоносовский,"город Москва, Ленинский проспект, дом 88, корпус 2",помещение,265.4,,1047431988,"[37.5235522795054, 55.6767446275183]"
1488,Юго-Западный административный округ,Ясенево,"город Москва, улица Инессы Арманд, дом 8/17",помещение,61.3,,1047630162,"[37.5444237928244, 55.590117041638]"
1489,Юго-Западный административный округ,Теплый Стан,"город Москва, улица Тёплый Стан, дом 13, корпус 1",помещение,8.5,,1047630207,"[37.4911665108657, 55.6240396906474]"
1490,Восточный административный округ,Перово,"город Москва, шоссе Энтузиастов, дом 76/1",помещение,46.1,,1047630245,"[37.7858893277668, 55.7643580888584]"
1491,Юго-Западный административный округ,Котловка,"город Москва, Нагорная улица, дом 32, корпус 1",помещение,197.8,,1047431996,"[37.596397417687, 55.6747302528774]"
1492,Юго-Западный административный округ,Ясенево,"город Москва, Литовский бульвар, дом 9/7",помещение,51.9,,1047431997,"[37.54231527128, 55.6125567066288]"
1493,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Крупской, дом 4, корпус 1",помещение,56.4,,1047630271,"[37.5314288513085, 55.6828343883135]"
1494,Юго-Западный административный округ,Ясенево,"город Москва, Новоясеневский проспект, дом 12, корпус 1",помещение,88.4,,1047433045,"[37.5170367474491, 55.6094580035598]"
1495,Юго-Западный административный округ,Гагаринский,"город Москва, улица Косыгина, дом 5",помещение,96.6,,1047630290,"[37.5725312439123, 55.7067928293183]"
1496,Юго-Западный административный округ,Коньково,"город Москва, улица Академика Волгина, дом 31, корпус 3",помещение,61.3,,1047630295,"[37.510477269363, 55.6424630756887]"
1497,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Академика Пилюгина, дом 6",помещение,36.3,,1047630308,"[37.5409683216552, 55.6719801913754]"
1498,Юго-Западный административный округ,Академический,"город Москва, Новочерёмушкинская улица, дом 8",помещение,90.5,,1047434163,"[37.5839842154336, 55.6879296600339]"
1499,Юго-Западный административный округ,Ясенево,"город Москва, Новоясеневский проспект, дом 9",помещение,278.7,,1047432370,"[37.5352843042893, 55.6089908993646]"
1500,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Строителей, дом 7, корпус 3",помещение,22.0,,1047630309,"[37.5340387260155, 55.6857480381483]"
1501,Зеленоградский административный округ,Старое Крюково,"город Москва, город Зеленоград, корпус 904",помещение,32.6,,1047630310,"[37.1901168877623, 55.9828871934963]"
1502,Юго-Восточный административный округ,Рязанский,"город Москва, улица Михайлова, дом 28/7",помещение,208.6,,1047630311,"[37.7716704162515, 55.7256415010082]"
1503,Юго-Восточный административный округ,Марьино,"город Москва, Новочеркасский бульвар, дом 27",помещение,23.2,,1047432374,"[37.7332474061993, 55.6478069883253]"
1504,Юго-Восточный административный округ,Лефортово,"город Москва, Красноказарменная улица, дом 19",помещение,7.1,,1047432376,"[37.7101932566278, 55.7541994115825]"
1505,Юго-Восточный административный округ,Кузьминки,"город Москва, улица Юных Ленинцев, дом 79, корпус 4",помещение,131.3,,1047630312,"[37.7722652818409, 55.7011196930355]"
1506,Северный административный округ,Беговой,"город Москва, Беговая аллея, дом 5, корпус 1",помещение,110.5,,1047432027,"[37.5634001911162, 55.7822507335047]"
